,Location,BedRooms,WashRooms,AreaCount,Area,Currency,Price
7380,84,7,8,250, Sq. Yd,PKR,7.5 Crore
7381,497,3,3,120, Sq. Yd,PKR,2.4 Crore
7382,60,4,3,160, Sq. Yd,PKR,3  Crore
7383,554,3,3,180, Sq. Yd,PKR,50  Lakh
7384,439,8,5,160, Sq. Yd,PKR,55  Lakh
7385,476,4,5,80, Sq. Yd,PKR,2  Crore
7386,94,6,6,288, Sq. Yd,PKR,3.1 Crore
7387,160,10,9,140, Sq. Yd,PKR,1.3 Crore
7388,29,4,4,275, Sq. Yd,PKR,1.24 Crore
7389,529,9,9,400, Sq. Yd,PKR,2.9 Crore
7390,237,2,2,266.7, Sq. Yd,PKR,2.1 Crore
7391,313,2,2,120, Sq. Yd,PKR,70  Lakh
7392,119,4,4,300, Sq. Yd,PKR,3.65 Crore
7393,430,4,4,120, Sq. Yd,PKR,33  Lakh
7394,103,4,5,120, Sq. Yd,PKR,72  Lakh
7395,116,3,3,350, Sq. Yd,PKR,7.5 Crore
7396,132,3,3,120, Sq. Yd,PKR,1.3 Crore
7397,159,3,2,133, Sq. Yd,PKR,90  Lakh
7398,45,8,8,160, Sq. Yd,PKR,2.2 Crore
7399,375,5,5,120, Sq. Yd,PKR,2.3 Crore
7400,286,2,3,80, Sq. Yd,PKR,65  Lakh
7401,135,7,6,120, Sq. Yd,PKR,90  Lakh
7402,594,3,3,120, Sq. Yd,PKR,1.05 Crore
7403,283,4,4,133, Sq. Yd,PKR,1.65 Crore
7404,295,6,3,85, Sq. Yd,PKR,17  Lakh
7405,88,2,3,120, Sq. Yd,PKR,85  Lakh
7406,81,5,4,200, Sq. Yd,PKR,90  Lakh
7407,190,5,5,350, Sq. Yd,PKR,10.5 Crore
7408,95,2,3,143.6, Sq. Yd,PKR,80  Lakh
7409,178,4,5,164, Sq. Yd,PKR,1.5 Crore
7410,214,5,5,150, Sq. Yd,PKR,2.1 Crore
7411,154,9,9,120, Sq. Yd,PKR,1.3 Crore
7412,595,6,6,180, Sq. Yd,PKR,3.65 Crore
7413,345,5,5,542, Sq. Yd,PKR,6  Crore
7414,501,6,6,400, Sq. Yd,PKR,3.75 Crore
7415,50,7,9,240, Sq. Yd,PKR,2.85 Crore
7416,95,4,4,400, Sq. Yd,PKR,3  Crore
7417,70,5,6,125, Sq. Yd,PKR,2  Crore
7418,404,3,4,400, Sq. Yd,PKR,3.8 Crore
7419,69,3,1,240, Sq. Yd,PKR,2.35 Crore
7420,568,6,4,100, Sq. Yd,PKR,25  Lakh
7421,14,5,5,500, Sq. Yd,PKR,12.49 Crore
7422,313,2,2,80, Sq. Yd,PKR,36  Lakh
7423,366,2,2,80, Sq. Yd,PKR,85  Lakh
7424,67,5,6,225, Sq. Yd,PKR,5.25 Crore
7425,414,4,2,120, Sq. Yd,PKR,1.6 Crore
7426,420,4,4,80, Sq. Yd,PKR,58  Lakh
7427,76,4,5,240, Sq. Yd,PKR,1.5 Crore
7428,12,6,7,453, Sq. Yd,PKR,9.25 Crore
7429,347,3,3,200, Sq. Yd,PKR,1.05 Crore
7430,596,3,2,200, Sq. Yd,PKR,1.4 Crore
7431,77,7,3,143.4, Sq. Yd,PKR,74  Lakh
7432,57,4,3,120, Sq. Yd,PKR,1.2 Crore
7433,369,6,4,120, Sq. Yd,PKR,2  Crore
7434,143,4,5,342, Sq. Yd,PKR,2.2 Crore
7435,9,9,5,118, Sq. Yd,PKR,1.3 Crore
7436,432,8,6,200, Sq. Yd,PKR,3  Crore
7437,218,5,6,310, Sq. Yd,PKR,1.5 Crore
7438,55,5,6,80, Sq. Yd,PKR,80  Lakh
7439,95,3,4,120, Sq. Yd,PKR,1.2 Crore
7440,85,3,3,200, Sq. Yd,PKR,2.3 Crore
7441,50,6,7,400, Sq. Yd,PKR,4  Crore
7442,549,6,7,216, Sq. Yd,PKR,2.65 Crore
7443,367,4,1,50, Sq. Yd,PKR,60  Lakh
7444,296,10,6,180, Sq. Yd,PKR,1  Crore
7445,235,5,5,133, Sq. Yd,PKR,1.8 Crore
7446,179,3,3,133, Sq. Yd,PKR,2.5 Crore
7447,286,4,4,120, Sq. Yd,PKR,1.5 Crore
7448,597,4,5,240, Sq. Yd,PKR,55  Lakh
7449,128,4,5,200, Sq. Yd,PKR,3.25 Crore
7450,14,7,8,300, Sq. Yd,PKR,6  Crore
7451,14,7,3,333, Sq. Yd,PKR,6.35 Crore
7452,131,3,1,"1,086", Sq. Yd,PKR,1.6 Crore
7453,39,3,6,"1,000", Sq. Yd,PKR,18  Crore
7454,6,4,5,200, Sq. Yd,PKR,1.21 Crore
7455,528,5,7,60, Sq. Yd,PKR,30  Lakh
7456,55,7,8,80, Sq. Yd,PKR,88  Lakh
7457,151,8,7,120, Sq. Yd,PKR,75  Lakh
7458,598,7,4,120, Sq. Yd,PKR,1.8 Crore
7459,14,4,4,300, Sq. Yd,PKR,7  Crore
7460,161,4,5,720, Sq. Yd,PKR,11  Crore
7461,72,5,9,240, Sq. Yd,PKR,3  Crore
7462,315,8,5,266, Sq. Yd,PKR,4.5 Crore
7463,0,5,3,125, Sq. Yd,PKR,1.25 Crore
7464,13,3,4,100, Sq. Yd,PKR,3.4 Crore
7465,286,5,5,90, Sq. Yd,PKR,1.05 Crore
7466,384,4,5,122.2, Sq. Yd,PKR,65  Lakh
7467,39,3,6,500, Sq. Yd,PKR,9.25 Crore
7468,55,4,6,80, Sq. Yd,PKR,1.7 Crore
7469,95,6,5,240, Sq. Yd,PKR,2.15 Crore
7470,39,4,8,500, Sq. Yd,PKR,10.75 Crore
7471,88,7,1,400, Sq. Yd,PKR,3.5 Crore
7472,599,3,7,270, Sq. Yd,PKR,1.6 Crore
7473,272,5,6,220, Sq. Yd,PKR,2.75 Crore
7474,145,5,6,64, Sq. Yd,PKR,37  Lakh
7475,600,6,6,140, Sq. Yd,PKR,1.25 Crore
7476,600,6,5,120, Sq. Yd,PKR,1.1 Crore
7477,39,6,8,500, Sq. Yd,PKR,10  Crore
7478,55,6,3,80, Sq. Yd,PKR,66  Lakh
7479,72,3,3,120, Sq. Yd,PKR,1.8 Crore
7480,243,3,6,500, Sq. Yd,PKR,7  Crore
7481,498,6,6,120, Sq. Yd,PKR,80  Lakh
7482,77,4,7,161, Sq. Yd,PKR,1.4 Crore
7483,8,6,8,500, Sq. Yd,PKR,10.5 Crore
7484,39,7,3,410, Sq. Yd,PKR,9.75 Crore
7485,75,5,5,150, Sq. Yd,PKR,5.35 Crore
7486,57,4,3,120, Sq. Yd,PKR,1.1 Crore
7487,57,3,4,205, Sq. Yd,PKR,1.8 Crore
7488,95,3,3,200, Sq. Yd,PKR,1.45 Crore
7489,71,7,4,120, Sq. Yd,PKR,1.7 Crore
7490,55,4,3,300, Sq. Yd,PKR,5  Crore
7491,99,6,6,600, Sq. Yd,PKR,6.05 Crore
7492,343,11,6,160, Sq. Yd,PKR,2.55 Crore
7493,390,6,8,220, Sq. Yd,PKR,2  Crore
7494,88,5,6,733.3, Sq. Yd,PKR,6.5 Crore
7495,85,6,4,90, Sq. Yd,PKR,1.2 Crore
7496,295,9,9,120, Sq. Yd,PKR,1.2 Crore
7497,47,3,2,240, Sq. Yd,PKR,3.8 Crore
7498,374,6,7,84, Sq. Yd,PKR,32  Lakh
7499,95,6,3,400, Sq. Yd,PKR,2.5 Crore
7500,185,3,2,120, Sq. Yd,PKR,1.5 Crore
7501,34,4,3,80, Sq. Yd,PKR,26  Lakh
7502,381,6,2,400, Sq. Yd,PKR,3.5 Crore
7503,237,5,5,240, Sq. Yd,PKR,1.6 Crore
7504,151,4,4,65, Sq. Yd,PKR,28  Lakh
7505,359,4,5,120, Sq. Yd,PKR,1.7 Crore
7506,36,3,3,350, Sq. Yd,PKR,40  Lakh
7507,170,4,5,240, Sq. Yd,PKR,3  Crore
7508,106,5,5,120, Sq. Yd,PKR,1.1 Crore
7509,583,3,4,120, Sq. Yd,PKR,85  Lakh
7510,99,4,5,266, Sq. Yd,PKR,3  Crore
7511,524,2,3,62, Sq. Yd,PKR,19  Lakh
7512,544,2,3,40, Sq. Yd,PKR,52  Lakh
7513,88,2,2,120, Sq. Yd,PKR,1.2 Crore
7514,560,4,2,84, Sq. Yd,PKR,45  Lakh
7515,123,5,4,120, Sq. Yd,PKR,59  Lakh
7516,103,4,2,160, Sq. Yd,PKR,85  Lakh
7517,150,6,2,120, Sq. Yd,PKR,44.5 Lakh
7518,335,6,4,240, Sq. Yd,PKR,1.9 Crore
7519,144,6,5,275, Sq. Yd,PKR,1.2 Crore
7520,55,2,6,80, Sq. Yd,PKR,95  Lakh
7521,185,6,4,120, Sq. Yd,PKR,1.8 Crore
7522,501,7,4,120, Sq. Yd,PKR,1.65 Crore
7523,209,3,6,120, Sq. Yd,PKR,1.33 Crore
7524,478,5,3,120, Sq. Yd,PKR,99  Lakh
7525,212,6,6,250, Sq. Yd,PKR,1.1 Crore
7526,146,6,6,84, Sq. Yd,PKR,50  Lakh
7527,70,3,3,240, Sq. Yd,PKR,3.1 Crore
7528,324,6,4,240, Sq. Yd,PKR,3.75 Crore
7529,124,10,7,240, Sq. Yd,PKR,3.5 Crore
7530,578,6,7,124, Sq. Yd,PKR,65  Lakh
7531,221,11,4,600, Sq. Yd,PKR,7.5 Crore
7532,24,4,3,250, Sq. Yd,PKR,2.79 Crore
7533,601,3,3,166.7, Sq. Yd,PKR,1  Crore
7534,44,3,4,130, Sq. Yd,PKR,1.3 Crore
7535,209,5,5,120, Sq. Yd,PKR,1.5 Crore
7536,57,7,6,200, Sq. Yd,PKR,1.4 Crore
7537,57,6,3,180, Sq. Yd,PKR,1.28 Crore
7538,57,3,4,240, Sq. Yd,PKR,2.75 Crore
7539,9,6,4,240, Sq. Yd,PKR,2.55 Crore
7540,50,4,3,240, Sq. Yd,PKR,2.8 Crore
7541,10,2,4,60, Sq. Yd,PKR,1.2 Crore
7542,44,4,5,120, Sq. Yd,PKR,75  Lakh
7543,508,7,8,120, Sq. Yd,PKR,69  Lakh
7544,90,8,2,160, Sq. Yd,PKR,1.18 Crore
7545,42,2,2,"1,000", Sq. Yd,PKR,15  Crore
7546,142,3,3,60, Sq. Yd,PKR,25  Lakh
7547,86,2,3,200, Sq. Yd,PKR,1.2 Crore
7548,83,3,5,124, Sq. Yd,PKR,59  Lakh
7549,102,5,5,213, Sq. Yd,PKR,2.5 Crore
7550,156,5,5,120, Sq. Yd,PKR,1.25 Crore
7551,11,4,5,100, Sq. Yd,PKR,3.25 Crore
7552,465,3,4,150, Sq. Yd,PKR,1.2 Crore
7553,81,6,6,120, Sq. Yd,PKR,1.25 Crore
7554,404,4,4,250, Sq. Yd,PKR,3.65 Crore
7555,11,4,4,100, Sq. Yd,PKR,3.2 Crore
7556,55,3,3,100, Sq. Yd,PKR,78  Lakh
7557,88,3,6,120, Sq. Yd,PKR,76  Lakh
7558,88,6,2,100, Sq. Yd,PKR,76  Lakh
7559,150,4,2,240, Sq. Yd,PKR,1.95 Crore
7560,77,2,4,120, Sq. Yd,PKR,68  Lakh
7561,72,4,2,120, Sq. Yd,PKR,1.8 Crore
7562,68,2,3,200, Sq. Yd,PKR,1.25 Crore
7563,77,3,6,80, Sq. Yd,PKR,55  Lakh
7564,7,6,3,200, Sq. Yd,PKR,1.82 Crore
7565,43,2,1,400, Sq. Yd,PKR,4.15 Crore
7566,313,2,4,120, Sq. Yd,PKR,60  Lakh
7567,151,7,4,60, Sq. Yd,PKR,11.5 Lakh
7568,407,5,6,240, Sq. Yd,PKR,3.1 Crore
7569,17,4,4,400, Sq. Yd,PKR,4.6 Crore
7570,57,7,3,120, Sq. Yd,PKR,8.5 Crore
7571,288,5,4,120, Sq. Yd,PKR,2.1 Crore
7572,602,11,10,140, Sq. Yd,PKR,95  Lakh
7573,103,3,3,160, Sq. Yd,PKR,78  Lakh
7574,162,6,8,136, Sq. Yd,PKR,1.4 Crore
7575,15,4,4,600, Sq. Yd,PKR,5.25 Crore
7576,77,5,4,125, Sq. Yd,PKR,70  Lakh
7577,132,6,8,120, Sq. Yd,PKR,1.6 Crore
7578,15,4,4,600, Sq. Yd,PKR,5.25 Crore
7579,267,6,2,120, Sq. Yd,PKR,76  Lakh
7580,14,4,5,250, Sq. Yd,PKR,5.5 Crore
7581,14,4,5,260, Sq. Yd,PKR,4.2 Crore
7582,388,6,7,240, Sq. Yd,PKR,2.2 Crore
7583,39,9,10,800, Sq. Yd,PKR,13  Crore
7584,603,4,5,120, Sq. Yd,PKR,1.2 Crore
7585,72,6,7,280, Sq. Yd,PKR,3.3 Crore
7586,24,8,6,600, Sq. Yd,PKR,7.5 Crore
7587,14,5,6,500, Sq. Yd,PKR,8.5 Crore
7588,35,3,3,125, Sq. Yd,PKR,1  Crore
7589,262,3,2,80, Sq. Yd,PKR,56  Lakh
7590,425,5,4,120, Sq. Yd,PKR,25  Lakh
7591,11,4,4,100, Sq. Yd,PKR,2.8 Crore
7592,305,5,3,202, Sq. Yd,PKR,48  Lakh
7593,45,2,3,128, Sq. Yd,PKR,60  Lakh
7594,488,4,3,120, Sq. Yd,PKR,1  Crore
7595,47,7,7,400, Sq. Yd,PKR,5.5 Crore
7596,81,3,4,300, Sq. Yd,PKR,1.85 Crore
7597,88,2,3,120, Sq. Yd,PKR,75  Lakh
7598,144,7,5,100, Sq. Yd,PKR,1.3 Crore
7599,136,2,2,100, Sq. Yd,PKR,35  Lakh
7600,197,6,6,120, Sq. Yd,PKR,1.15 Crore
7601,14,3,3,"1,000", Sq. Yd,PKR,19.5 Crore
7602,13,4,5,100, Sq. Yd,PKR,2.8 Crore
7603,604,6,7,500, Sq. Yd,PKR,7.5 Crore
7604,88,4,5,240, Sq. Yd,PKR,2  Crore
7605,210,3,3,120, Sq. Yd,PKR,1.05 Crore
7606,57,7,7,120, Sq. Yd,PKR,1.4 Crore
7607,605,4,4,125, Sq. Yd,PKR,1.5 Crore
7608,232,1,2,256, Sq. Yd,PKR,3.95 Crore
7609,150,8,3,240, Sq. Yd,PKR,1.25 Crore
7610,606,2,2,120, Sq. Yd,PKR,1.1 Crore
7611,606,3,3,120, Sq. Yd,PKR,1  Crore
7612,18,5,2,140, Sq. Yd,PKR,2.5 Crore
7613,81,1,2,120, Sq. Yd,PKR,1.27 Crore
7614,57,4,3,334, Sq. Yd,PKR,3.2 Crore
7615,144,7,2,120, Sq. Yd,PKR,80  Lakh
7616,9,3,5,240, Sq. Yd,PKR,3  Crore
7617,276,4,4,120, Sq. Yd,PKR,1.1 Crore
7618,607,4,5,120, Sq. Yd,PKR,1.8 Crore
7619,6,3,4,200, Sq. Yd,PKR,1.5 Crore
7620,15,3,3,80, Sq. Yd,PKR,1.3 Crore
7621,77,5,5,80, Sq. Yd,PKR,50  Lakh
7622,39,7,5,"1,000", Sq. Yd,PKR,25  Crore
7623,86,4,5,270, Sq. Yd,PKR,2.5 Crore
7624,472,4,4,82, Sq. Yd,PKR,63  Lakh
7625,513,6,3,80, Sq. Yd,PKR,45  Lakh
7626,3,3,3,200, Sq. Yd,PKR,2.2 Crore
7627,21,3,3,150, Sq. Yd,PKR,1  Crore
7628,9,6,5,400, Sq. Yd,PKR,3  Crore
7629,19,4,2,350, Sq. Yd,PKR,5.5 Crore
7630,103,2,2,120, Sq. Yd,PKR,75  Lakh
7631,54,5,8,93, Sq. Yd,PKR,95  Lakh
7632,99,6,6,900, Sq. Yd,PKR,15  Crore
7633,14,4,3,300, Sq. Yd,PKR,5.5 Crore
7634,18,3,5,160, Sq. Yd,PKR,1.2 Crore
7635,476,4,9,150, Sq. Yd,PKR,1.6 Crore
7636,156,9,2,250, Sq. Yd,PKR,1.8 Crore
7637,192,3,3,240, Sq. Yd,PKR,3.35 Crore
7638,78,3,4,60, Sq. Yd,PKR,40  Lakh
7639,4,4,3,350, Sq. Yd,PKR,1.45 Crore
7640,150,4,3,240, Sq. Yd,PKR,80  Lakh
7641,85,4,4,150, Sq. Yd,PKR,1.75 Crore
7642,156,4,5,233, Sq. Yd,PKR,1.8 Crore
7643,150,3,3,120, Sq. Yd,PKR,83  Lakh
7644,88,6,6,240, Sq. Yd,PKR,2.1 Crore
7645,385,6,6,240, Sq. Yd,PKR,3.5 Crore
7646,157,6,6,143.6, Sq. Yd,PKR,1.05 Crore
7647,23,3,3,270, Sq. Yd,PKR,3.1 Crore
7648,513,6,5,120, Sq. Yd,PKR,50  Lakh
7649,131,6,8,120, Sq. Yd,PKR,1.9 Crore
7650,68,5,6,240, Sq. Yd,PKR,1.58 Crore
7651,88,4,3,400, Sq. Yd,PKR,2.6 Crore
7652,312,2,2,116, Sq. Yd,PKR,1.2 Crore
7653,608,2,3,120, Sq. Yd,PKR,55  Lakh
7654,70,3,4,210, Sq. Yd,PKR,3  Crore
7655,55,5,3,84, Sq. Yd,PKR,80  Lakh
7656,77,2,5,120, Sq. Yd,PKR,1.25 Crore
7657,262,5,5,80, Sq. Yd,PKR,72  Lakh
7658,55,5,5,80, Sq. Yd,PKR,72  Lakh
7659,312,4,4,200, Sq. Yd,PKR,1.29 Crore
7660,95,4,4,120, Sq. Yd,PKR,90  Lakh
7661,441,6,3,80, Sq. Yd,PKR,45  Lakh
7662,243,6,7,60, Sq. Yd,PKR,68  Lakh
7663,398,6,3,133, Sq. Yd,PKR,1.55 Crore
7664,76,3,2,84, Sq. Yd,PKR,45  Lakh
7665,102,2,3,400, Sq. Yd,PKR,5.6 Crore
7666,86,7,7,120, Sq. Yd,PKR,1.2 Crore
7667,555,5,6,240, Sq. Yd,PKR,2.75 Crore
7668,39,4,7,500, Sq. Yd,PKR,8.7 Crore
7669,483,7,9,120, Sq. Yd,PKR,1.15 Crore
7670,269,4,2,240, Sq. Yd,PKR,1.7 Crore
7671,50,7,7,240, Sq. Yd,PKR,4.1 Crore
7672,142,4,4,133.3, Sq. Yd,PKR,60  Lakh
7673,609,6,4,200, Sq. Yd,PKR,1.44 Crore
7674,170,2,3,500, Sq. Yd,PKR,7.25 Crore
7675,240,6,6,275, Sq. Yd,PKR,1.24 Crore
7676,295,4,5,120, Sq. Yd,PKR,1.2 Crore
7677,505,4,4,120, Sq. Yd,PKR,98  Lakh
7678,132,6,6,125, Sq. Yd,PKR,1.4 Crore
7679,11,3,3,100, Sq. Yd,PKR,3.25 Crore
7680,18,8,9,222.2, Sq. Yd,PKR,1.65 Crore
7681,236,5,3,120, Sq. Yd,PKR,1.35 Crore
7682,103,6,7,240, Sq. Yd,PKR,1.2 Crore
7683,232,7,5,90, Sq. Yd,PKR,99  Lakh
7684,223,3,4,400, Sq. Yd,PKR,2.5 Crore
7685,9,11,10,400, Sq. Yd,PKR,3.85 Crore
7686,384,3,3,120, Sq. Yd,PKR,68  Lakh
7687,172,6,6,120, Sq. Yd,PKR,2  Crore
7688,313,4,4,80, Sq. Yd,PKR,45  Lakh
7689,94,3,4,288, Sq. Yd,PKR,2.15 Crore
7690,95,5,3,200, Sq. Yd,PKR,1.7 Crore
7691,267,4,4,60, Sq. Yd,PKR,45  Lakh
7692,88,5,5,120, Sq. Yd,PKR,96  Lakh
7693,132,4,5,120, Sq. Yd,PKR,1.65 Crore
7694,63,4,4,"1,005", Sq. Yd,PKR,13.5 Crore
7695,136,4,2,120, Sq. Yd,PKR,65  Lakh
7696,610,2,2,400, Sq. Yd,PKR,3.85 Crore
7697,160,5,6,125, Sq. Yd,PKR,95  Lakh
7698,17,6,6,80, Sq. Yd,PKR,1.25 Crore
7699,8,3,4,"1,000", Sq. Yd,PKR,22  Crore
7700,232,4,4,240, Sq. Yd,PKR,3.55 Crore
7701,611,3,3,200, Sq. Yd,PKR,2.49 Crore
7702,483,6,6,120, Sq. Yd,PKR,68.5 Lakh
7703,49,6,6,120, Sq. Yd,PKR,1.4 Crore
7704,151,8,8,240, Sq. Yd,PKR,40  Lakh
7705,612,6,8,400, Sq. Yd,PKR,3.5 Crore
7706,156,2,3,120, Sq. Yd,PKR,84  Lakh
7707,613,4,2,215, Sq. Yd,PKR,2.5 Crore
7708,85,4,4,120, Sq. Yd,PKR,1.25 Crore
7709,9,4,4,120, Sq. Yd,PKR,1.6 Crore
7710,18,4,3,400, Sq. Yd,PKR,5.4 Crore
7711,81,8,8,240, Sq. Yd,PKR,1.75 Crore
7712,50,4,5,400, Sq. Yd,PKR,3.2 Crore
7713,533,3,5,120, Sq. Yd,PKR,85  Lakh
7714,63,3,4,"1,000", Sq. Yd,PKR,13.5 Crore
7715,382,3,3,200, Sq. Yd,PKR,85  Lakh
7716,57,3,3,"1,000", Sq. Yd,PKR,5.5 Crore
7717,157,3,4,125, Sq. Yd,PKR,85  Lakh
7718,95,4,4,240, Sq. Yd,PKR,1.48 Crore
7719,81,2,3,120, Sq. Yd,PKR,1.25 Crore
7720,8,4,4,"1,000", Sq. Yd,PKR,14.75 Crore
7721,176,6,5,120, Sq. Yd,PKR,1.25 Crore
7722,95,3,2,400, Sq. Yd,PKR,3.1 Crore
7723,57,4,3,80, Sq. Yd,PKR,61  Lakh
7724,71,3,8,120, Sq. Yd,PKR,1.55 Crore
7725,94,11,5,240, Sq. Yd,PKR,2.3 Crore
7726,207,4,2,750, Sq. Yd,PKR,9  Crore
7727,55,4,4,80, Sq. Yd,PKR,65  Lakh
7728,77,5,6,60, Sq. Yd,PKR,34  Lakh
7729,99,6,6,600, Sq. Yd,PKR,8  Crore
7730,289,7,10,600, Sq. Yd,PKR,12  Crore
7731,401,6,7,500, Sq. Yd,PKR,3.75 Crore
7732,452,8,3,80, Sq. Yd,PKR,75  Lakh
7733,444,4,5,90, Sq. Yd,PKR,75  Lakh
7734,514,11,10,150, Sq. Yd,PKR,98  Lakh
7735,55,2,2,120, Sq. Yd,PKR,75  Lakh
7736,283,6,5,133, Sq. Yd,PKR,1.3 Crore
7737,406,7,5,120, Sq. Yd,PKR,90  Lakh
7738,13,4,6,100, Sq. Yd,PKR,3.2 Crore
7739,47,6,2,166.7, Sq. Yd,PKR,1.65 Crore
7740,103,2,9,120, Sq. Yd,PKR,85  Lakh
7741,444,9,5,120, Sq. Yd,PKR,85  Lakh
7742,50,7,6,143.6, Sq. Yd,PKR,1.2 Crore
7743,272,10,2,160, Sq. Yd,PKR,1.8 Crore
7744,343,6,5,112, Sq. Yd,PKR,1.6 Crore
7745,210,6,3,80, Sq. Yd,PKR,1  Crore
7746,72,6,2,400, Sq. Yd,PKR,3.5 Crore
7747,339,6,4,120, Sq. Yd,PKR,1  Crore
7748,406,3,5,80, Sq. Yd,PKR,1.5 Crore
7749,106,6,5,120, Sq. Yd,PKR,95  Lakh
7750,172,8,6,120, Sq. Yd,PKR,2.15 Crore
7751,420,8,8,300, Sq. Yd,PKR,50  Lakh
7752,50,11,4,400, Sq. Yd,PKR,3.2 Crore
7753,161,4,4,575, Sq. Yd,PKR,4  Crore
7754,414,9,9,120, Sq. Yd,PKR,1.4 Crore
7755,251,2,2,120, Sq. Yd,PKR,98  Lakh
7756,43,6,4,120, Sq. Yd,PKR,1.2 Crore
7757,325,5,7,80, Sq. Yd,PKR,89  Lakh
7758,45,6,6,400, Sq. Yd,PKR,3.25 Crore
7759,57,6,8,120, Sq. Yd,PKR,1.5 Crore
7760,248,5,4,125, Sq. Yd,PKR,2.55 Crore
7761,614,3,3,240, Sq. Yd,PKR,2  Crore
7762,38,4,4,610, Sq. Yd,PKR,8.75 Crore
7763,425,5,6,120, Sq. Yd,PKR,26  Lakh
7764,384,5,5,120, Sq. Yd,PKR,50  Lakh
7765,55,4,4,80, Sq. Yd,PKR,90  Lakh
7766,615,3,3,120, Sq. Yd,PKR,1.6 Crore
7767,209,7,7,120, Sq. Yd,PKR,1.6 Crore
7768,8,7,6,100, Sq. Yd,PKR,3.95 Crore
7769,54,9,6,84, Sq. Yd,PKR,70  Lakh
7770,43,5,6,650, Sq. Yd,PKR,4.6 Crore
7771,74,4,4,550, Sq. Yd,PKR,8.5 Crore
7772,152,6,6,600, Sq. Yd,PKR,6.5 Crore
7773,13,4,5,250, Sq. Yd,PKR,5.5 Crore
7774,81,3,3,120, Sq. Yd,PKR,1.4 Crore
7775,39,7,7,"1,000", Sq. Yd,PKR,20  Crore
7776,50,6,8,240, Sq. Yd,PKR,3.4 Crore
7777,14,5,6,666, Sq. Yd,PKR,16  Crore
7778,14,6,7,"1,000", Sq. Yd,PKR,28  Crore
7779,22,4,4,235, Sq. Yd,PKR,1  Crore
7780,36,3,3,350, Sq. Yd,PKR,1.65 Crore
7781,3,3,3,200, Sq. Yd,PKR,1.95 Crore
7782,22,3,3,200, Sq. Yd,PKR,95  Lakh
7783,15,4,5,75, Sq. Yd,PKR,1.3 Crore
7784,55,4,4,80, Sq. Yd,PKR,68  Lakh
7785,27,6,5,100, Sq. Yd,PKR,4.25 Crore
7786,10,5,3,120, Sq. Yd,PKR,1.9 Crore
7787,14,3,5,"1,000", Sq. Yd,PKR,25  Crore
7788,19,5,5,500, Sq. Yd,PKR,8  Crore
7789,32,5,5,235, Sq. Yd,PKR,96  Lakh
7790,64,5,5,500, Sq. Yd,PKR,6.75 Crore
7791,64,5,5,500, Sq. Yd,PKR,6.95 Crore
7792,64,5,5,500, Sq. Yd,PKR,6.9 Crore
7793,64,5,5,500, Sq. Yd,PKR,6.85 Crore
7794,64,5,3,500, Sq. Yd,PKR,7  Crore
7795,303,6,7,"1,100", Sq. Yd,PKR,54  Crore
7796,8,6,7,500, Sq. Yd,PKR,15  Crore
7797,14,4,4,"1,000", Sq. Yd,PKR,30  Crore
7798,8,5,5,250, Sq. Yd,PKR,6.5 Crore
7799,460,5,5,500, Sq. Yd,PKR,13  Crore
7800,12,5,4,300, Sq. Yd,PKR,6.75 Crore
7801,8,4,5,500, Sq. Yd,PKR,8.5 Crore
7802,303,4,3,250, Sq. Yd,PKR,7.25 Crore
7803,195,6,3,400, Sq. Yd,PKR,4.9 Crore
7804,14,6,3,500, Sq. Yd,PKR,16  Crore
7805,32,3,3,200, Sq. Yd,PKR,85  Lakh
7806,2,3,3,152, Sq. Yd,PKR,1.47 Crore
7807,6,3,3,200, Sq. Yd,PKR,1.35 Crore
7808,22,3,3,200, Sq. Yd,PKR,1.15 Crore
7809,3,3,3,200, Sq. Yd,PKR,2.05 Crore
7810,35,3,3,125, Sq. Yd,PKR,90  Lakh
7811,510,3,2,120, Sq. Yd,PKR,1.5 Crore
7812,220,7,5,400, Sq. Yd,PKR,4.6 Crore
7813,510,3,2,120, Sq. Yd,PKR,1.5 Crore
7814,220,7,5,400, Sq. Yd,PKR,4.6 Crore
7815,3,3,3,200, Sq. Yd,PKR,1.73 Crore
7816,3,3,3,152, Sq. Yd,PKR,1.31 Crore
7817,3,3,3,152, Sq. Yd,PKR,1.26 Crore
7818,6,3,3,200, Sq. Yd,PKR,1.19 Crore
7819,6,3,3,200, Sq. Yd,PKR,1.23 Crore
7820,83,5,3,240, Sq. Yd,PKR,1.15 Crore
7821,7,3,3,125, Sq. Yd,PKR,85  Lakh
7822,7,3,3,125, Sq. Yd,PKR,85.5 Lakh
7823,7,3,3,125, Sq. Yd,PKR,86  Lakh
7824,7,3,3,125, Sq. Yd,PKR,86.5 Lakh
7825,7,3,3,125, Sq. Yd,PKR,90  Lakh
7826,7,3,3,125, Sq. Yd,PKR,91  Lakh
7827,7,3,3,125, Sq. Yd,PKR,92  Lakh
7828,7,3,3,125, Sq. Yd,PKR,93  Lakh
7829,7,3,3,125, Sq. Yd,PKR,94  Lakh
7830,7,3,3,125, Sq. Yd,PKR,95  Lakh
7831,7,3,3,125, Sq. Yd,PKR,96  Lakh
7832,7,3,3,125, Sq. Yd,PKR,97  Lakh
7833,7,3,3,125, Sq. Yd,PKR,98  Lakh
7834,7,3,3,125, Sq. Yd,PKR,99  Lakh
