,Location,BedRooms,WashRooms,AreaCount,Area,Currency,Price
3559,233,2,3,250, Sq. Yd,PKR,4.2 Crore
3560,145,2,3,80, Sq. Yd,PKR,50  Lakh
3561,145,2,3,80, Sq. Yd,PKR,50  Lakh
3562,145,2,3,64, Sq. Yd,PKR,50  Lakh
3563,145,2,3,64, Sq. Yd,PKR,50  Lakh
3564,145,2,3,64, Sq. Yd,PKR,38  Lakh
3565,145,2,3,64, Sq. Yd,PKR,38  Lakh
3566,145,2,3,64, Sq. Yd,PKR,50  Lakh
3567,196,2,3,64, Sq. Yd,PKR,48  Lakh
3568,145,2,3,64, Sq. Yd,PKR,48  Lakh
3569,145,2,3,64, Sq. Yd,PKR,48  Lakh
3570,88,6,6,240, Sq. Yd,PKR,2.2 Crore
3571,74,6,6,550, Sq. Yd,PKR,7.9 Crore
3572,24,6,8,500, Sq. Yd,PKR,8  Crore
3573,8,8,6,600, Sq. Yd,PKR,12  Crore
3574,81,5,3,150, Sq. Yd,PKR,1.2 Crore
3575,103,3,3,240, Sq. Yd,PKR,1.25 Crore
3576,103,3,2,240, Sq. Yd,PKR,1.2 Crore
3577,103,3,2,160, Sq. Yd,PKR,95  Lakh
3578,103,3,2,160, Sq. Yd,PKR,85  Lakh
3579,103,2,2,120, Sq. Yd,PKR,76  Lakh
3580,103,2,2,120, Sq. Yd,PKR,78  Lakh
3581,103,2,8,120, Sq. Yd,PKR,75  Lakh
3582,14,6,6,500, Sq. Yd,PKR,11.5 Crore
3583,41,6,6,500, Sq. Yd,PKR,7.5 Crore
3584,24,11,6,500, Sq. Yd,PKR,7.5 Crore
3585,14,6,5,500, Sq. Yd,PKR,11.25 Crore
3586,12,5,6,300, Sq. Yd,PKR,9.35 Crore
3587,39,6,5,500, Sq. Yd,PKR,12.5 Crore
3588,340,5,6,720, Sq. Yd,PKR,5  Crore
3589,13,6,4,500, Sq. Yd,PKR,11  Crore
3590,63,4,5,"1,000", Sq. Yd,PKR,13.75 Crore
3591,300,5,6,250, Sq. Yd,PKR,5.25 Crore
3592,19,4,5,350, Sq. Yd,PKR,5.6 Crore
3593,39,5,7,500, Sq. Yd,PKR,12.25 Crore
3594,65,4,5,500, Sq. Yd,PKR,5.8 Crore
3595,65,4,5,266, Sq. Yd,PKR,4.5 Crore
3596,64,5,6,500, Sq. Yd,PKR,6.5 Crore
3597,341,8,6,120, Sq. Yd,PKR,82  Lakh
3598,221,3,3,520, Sq. Yd,PKR,7  Crore
3599,342,4,4,100, Sq. Yd,PKR,16.5 Lakh
3600,103,5,5,160, Sq. Yd,PKR,90  Lakh
3601,95,3,3,400, Sq. Yd,PKR,2.75 Crore
3602,117,5,6,350, Sq. Yd,PKR,14.5 Crore
3603,37,5,5,200, Sq. Yd,PKR,68  Lakh
3604,62,3,2,350, Sq. Yd,PKR,9  Crore
3605,41,4,4,85, Sq. Yd,PKR,2.75 Crore
3606,117,5,5,350, Sq. Yd,PKR,15.5 Crore
3607,218,2,3,60, Sq. Yd,PKR,60  Lakh
3608,218,2,3,128, Sq. Yd,PKR,1.2 Crore
3609,77,8,4,80, Sq. Yd,PKR,80  Lakh
3610,343,1,2,98, Sq. Yd,PKR,1.2 Crore
3611,343,5,5,100, Sq. Yd,PKR,1.2 Crore
3612,218,3,3,160, Sq. Yd,PKR,1.35 Crore
3613,331,4,5,60, Sq. Yd,PKR,40  Lakh
3614,50,6,7,240, Sq. Yd,PKR,2.9 Crore
3615,14,7,6,360, Sq. Yd,PKR,4.1 Crore
3616,14,5,3,"1,000", Sq. Yd,PKR,18.5 Crore
3617,3,3,3,200, Sq. Yd,PKR,1.5 Crore
3618,6,3,5,200, Sq. Yd,PKR,95  Lakh
3619,8,5,8,500, Sq. Yd,PKR,12  Crore
3620,13,7,3,500, Sq. Yd,PKR,8  Crore
3621,20,3,3,200, Sq. Yd,PKR,1.03 Crore
3622,6,3,3,200, Sq. Yd,PKR,1.45 Crore
3623,3,3,4,200, Sq. Yd,PKR,2  Crore
3624,19,4,5,350, Sq. Yd,PKR,6  Crore
3625,19,5,4,500, Sq. Yd,PKR,8  Crore
3626,11,4,6,120, Sq. Yd,PKR,4.5 Crore
3627,81,10,5,300, Sq. Yd,PKR,2.5 Crore
3628,14,5,5,500, Sq. Yd,PKR,8.25 Crore
3629,19,4,4,350, Sq. Yd,PKR,5.8 Crore
3630,11,4,6,100, Sq. Yd,PKR,4.25 Crore
3631,8,6,4,"1,000", Sq. Yd,PKR,18  Crore
3632,11,4,5,100, Sq. Yd,PKR,3.9 Crore
3633,11,4,6,100, Sq. Yd,PKR,2.9 Crore
3634,11,5,3,120, Sq. Yd,PKR,4.25 Crore
3635,26,5,6,500, Sq. Yd,PKR,9.5 Crore
3636,3,3,3,200, Sq. Yd,PKR,2  Crore
3637,254,6,6,120, Sq. Yd,PKR,1.7 Crore
3638,344,2,2,120, Sq. Yd,PKR,2.3 Crore
3639,345,2,2,120, Sq. Yd,PKR,2.1 Crore
3640,9,4,4,240, Sq. Yd,PKR,3.8 Crore
3641,346,4,5,120, Sq. Yd,PKR,95  Lakh
3642,55,6,6,120, Sq. Yd,PKR,85  Lakh
3643,164,6,6,240, Sq. Yd,PKR,2.65 Crore
3644,14,7,6,"1,000", Sq. Yd,PKR,20  Crore
3645,136,2,3,80, Sq. Yd,PKR,80  Lakh
3646,347,5,5,120, Sq. Yd,PKR,98  Lakh
3647,89,6,6,500, Sq. Yd,PKR,9.75 Crore
3648,13,8,8,700, Sq. Yd,PKR,16  Crore
3649,221,7,9,400, Sq. Yd,PKR,7.5 Crore
3650,109,4,4,533, Sq. Yd,PKR,7.1 Crore
3651,36,3,3,350, Sq. Yd,PKR,1.55 Crore
3652,3,6,6,200, Sq. Yd,PKR,2.1 Crore
3653,74,6,10,750, Sq. Yd,PKR,11  Crore
3654,74,4,4,550, Sq. Yd,PKR,9.5 Crore
3655,57,3,3,120, Sq. Yd,PKR,1.9 Crore
3656,6,6,7,200, Sq. Yd,PKR,1.6 Crore
3657,72,3,3,120, Sq. Yd,PKR,2.1 Crore
3658,20,3,3,125, Sq. Yd,PKR,90  Lakh
3659,6,3,3,200, Sq. Yd,PKR,1.04 Crore
3660,19,5,5,500, Sq. Yd,PKR,7.1 Crore
3661,19,4,4,350, Sq. Yd,PKR,6  Crore
3662,47,3,3,400, Sq. Yd,PKR,4  Crore
3663,14,8,8,666, Sq. Yd,PKR,13  Crore
3664,103,2,2,120, Sq. Yd,PKR,80  Lakh
3665,90,4,4,120, Sq. Yd,PKR,1.05 Crore
3666,8,4,5,100, Sq. Yd,PKR,4  Crore
3667,11,4,4,100, Sq. Yd,PKR,4.15 Crore
3668,14,6,6,635, Sq. Yd,PKR,18  Crore
3669,32,3,3,235, Sq. Yd,PKR,1.1 Crore
3670,6,3,3,200, Sq. Yd,PKR,1.37 Crore
3671,35,3,7,125, Sq. Yd,PKR,90  Lakh
3672,35,3,6,125, Sq. Yd,PKR,90  Lakh
3673,32,6,6,200, Sq. Yd,PKR,1.08 Crore
3674,20,6,3,200, Sq. Yd,PKR,1.03 Crore
3675,39,6,5,"1,000", Sq. Yd,PKR,13.5 Crore
3676,110,11,3,400, Sq. Yd,PKR,4.95 Crore
3677,39,2,4,500, Sq. Yd,PKR,12  Crore
3678,81,4,4,300, Sq. Yd,PKR,2.5 Crore
3679,209,6,6,120, Sq. Yd,PKR,1.6 Crore
3680,70,6,6,240, Sq. Yd,PKR,3.15 Crore
3681,70,3,3,240, Sq. Yd,PKR,2.1 Crore
3682,70,6,6,240, Sq. Yd,PKR,3.1 Crore
3683,2,3,4,150, Sq. Yd,PKR,1.18 Crore
3684,234,4,6,240, Sq. Yd,PKR,3  Crore
3685,9,6,6,240, Sq. Yd,PKR,2.5 Crore
3686,10,6,7,200, Sq. Yd,PKR,3  Crore
3687,50,6,4,240, Sq. Yd,PKR,3.5 Crore
3688,52,4,3,263, Sq. Yd,PKR,4.65 Crore
3689,348,3,4,80, Sq. Yd,PKR,1.75 Crore
3690,14,4,3,200, Sq. Yd,PKR,5.5 Crore
3691,8,3,7,100, Sq. Yd,PKR,4.2 Crore
3692,12,6,5,300, Sq. Yd,PKR,5.25 Crore
3693,39,5,6,800, Sq. Yd,PKR,20  Crore
3694,349,6,4,300, Sq. Yd,PKR,6.5 Crore
3695,14,6,5,"1,000", Sq. Yd,PKR,19  Crore
3696,250,5,4,80, Sq. Yd,PKR,1.1 Crore
3697,14,4,5,666, Sq. Yd,PKR,14.75 Crore
3698,299,5,5,172, Sq. Yd,PKR,10.5 Crore
3699,39,5,6,500, Sq. Yd,PKR,8  Crore
3700,14,6,4,300, Sq. Yd,PKR,6.5 Crore
3701,12,5,6,500, Sq. Yd,PKR,11  Crore
3702,8,6,6,500, Sq. Yd,PKR,12.5 Crore
3703,11,4,4,150, Sq. Yd,PKR,4.3 Crore
3704,14,6,6,"1,000", Sq. Yd,PKR,15  Crore
3705,63,7,6,"1,000", Sq. Yd,PKR,20  Crore
3706,8,4,6,500, Sq. Yd,PKR,10.2 Crore
3707,39,6,5,250, Sq. Yd,PKR,5.6 Crore
3708,39,6,7,900, Sq. Yd,PKR,17  Crore
3709,39,6,7,500, Sq. Yd,PKR,15.5 Crore
3710,15,7,6,400, Sq. Yd,PKR,5.55 Crore
3711,47,6,6,400, Sq. Yd,PKR,4.95 Crore
3712,110,6,6,400, Sq. Yd,PKR,5.5 Crore
3713,15,6,6,240, Sq. Yd,PKR,3.3 Crore
3714,10,4,6,400, Sq. Yd,PKR,4.5 Crore
3715,11,4,4,100, Sq. Yd,PKR,3.3 Crore
3716,11,6,5,120, Sq. Yd,PKR,4.25 Crore
3717,13,6,8,450, Sq. Yd,PKR,7.85 Crore
3718,182,9,6,240, Sq. Yd,PKR,3.6 Crore
3719,15,6,9,240, Sq. Yd,PKR,4  Crore
3720,8,8,6,500, Sq. Yd,PKR,15  Crore
3721,350,4,9,400, Sq. Yd,PKR,2.4 Crore
3722,82,4,5,120, Sq. Yd,PKR,95  Lakh
3723,264,3,5,120, Sq. Yd,PKR,1.4 Crore
3724,7,2,3,200, Sq. Yd,PKR,1.48 Crore
3725,7,3,3,200, Sq. Yd,PKR,1.5 Crore
3726,49,5,5,120, Sq. Yd,PKR,1.65 Crore
3727,351,4,4,120, Sq. Yd,PKR,1.95 Crore
3728,90,4,4,120, Sq. Yd,PKR,1.42 Crore
3729,18,8,8,240, Sq. Yd,PKR,3.4 Crore
3730,62,7,7,500, Sq. Yd,PKR,18  Crore
3731,110,3,3,240, Sq. Yd,PKR,3.6 Crore
3732,18,7,7,200, Sq. Yd,PKR,2.8 Crore
3733,64,5,5,500, Sq. Yd,PKR,7  Crore
3734,18,6,7,240, Sq. Yd,PKR,2.75 Crore
3735,68,6,6,250, Sq. Yd,PKR,2.75 Crore
3736,156,6,6,240, Sq. Yd,PKR,2.8 Crore
3737,156,6,6,240, Sq. Yd,PKR,2.6 Crore
3738,86,5,5,233, Sq. Yd,PKR,2.5 Crore
3739,300,5,5,200, Sq. Yd,PKR,6  Crore
3740,89,3,3,500, Sq. Yd,PKR,7.75 Crore
3741,7,5,5,200, Sq. Yd,PKR,1.5 Crore
3742,11,5,5,100, Sq. Yd,PKR,2.8 Crore
3743,39,5,5,500, Sq. Yd,PKR,9.1 Crore
3744,39,5,5,"1,000", Sq. Yd,PKR,14  Crore
3745,64,5,5,500, Sq. Yd,PKR,6.5 Crore
3746,66,5,6,427, Sq. Yd,PKR,6.5 Crore
3747,64,4,4,500, Sq. Yd,PKR,6.5 Crore
3748,64,5,5,500, Sq. Yd,PKR,6.5 Crore
3749,344,5,7,120, Sq. Yd,PKR,1.7 Crore
3750,0,4,4,125, Sq. Yd,PKR,1.1 Crore
3751,81,4,4,120, Sq. Yd,PKR,1.4 Crore
3752,39,6,7,500, Sq. Yd,PKR,11.5 Crore
3753,14,6,7,500, Sq. Yd,PKR,15  Crore
3754,14,6,7,"1,000", Sq. Yd,PKR,30  Crore
3755,14,6,7,"1,000", Sq. Yd,PKR,30  Crore
3756,14,6,7,500, Sq. Yd,PKR,16.5 Crore
3757,84,6,6,350, Sq. Yd,PKR,6.5 Crore
3758,27,5,6,500, Sq. Yd,PKR,10  Crore
3759,3,3,3,200, Sq. Yd,PKR,2.1 Crore
3760,2,3,3,150, Sq. Yd,PKR,1.5 Crore
3761,14,5,6,666, Sq. Yd,PKR,15  Crore
3762,88,6,4,240, Sq. Yd,PKR,2.3 Crore
3763,26,4,6,100, Sq. Yd,PKR,3.5 Crore
3764,14,6,5,600, Sq. Yd,PKR,19.5 Crore
3765,352,5,6,423, Sq. Yd,PKR,6.5 Crore
3766,65,5,4,423, Sq. Yd,PKR,6.25 Crore
3767,353,4,6,120, Sq. Yd,PKR,4.65 Crore
3768,354,6,5,120, Sq. Yd,PKR,2.95 Crore
3769,28,4,7,240, Sq. Yd,PKR,2.5 Crore
3770,68,6,3,200, Sq. Yd,PKR,1.65 Crore
3771,13,4,5,300, Sq. Yd,PKR,6.5 Crore
3772,355,6,7,500, Sq. Yd,PKR,11  Crore
3773,13,5,6,500, Sq. Yd,PKR,9  Crore
3774,39,5,6,500, Sq. Yd,PKR,7.75 Crore
3775,6,3,3,200, Sq. Yd,PKR,1.67 Crore
3776,22,3,3,200, Sq. Yd,PKR,1.15 Crore
3777,35,3,3,125, Sq. Yd,PKR,90  Lakh
3778,32,3,3,200, Sq. Yd,PKR,85  Lakh
3779,5,3,3,200, Sq. Yd,PKR,1.5 Crore
3780,9,6,6,240, Sq. Yd,PKR,2.5 Crore
3781,47,4,4,240, Sq. Yd,PKR,3.25 Crore
3782,10,5,6,120, Sq. Yd,PKR,1.95 Crore
3783,84,4,4,250, Sq. Yd,PKR,5.75 Crore
3784,8,2,2,500, Sq. Yd,PKR,10  Crore
3785,14,4,4,250, Sq. Yd,PKR,5  Crore
3786,57,6,6,135, Sq. Yd,PKR,1.35 Crore
3787,214,6,6,120, Sq. Yd,PKR,1.6 Crore
3788,15,6,6,300, Sq. Yd,PKR,4.2 Crore
3789,50,6,6,200, Sq. Yd,PKR,2.75 Crore
3790,10,6,6,200, Sq. Yd,PKR,3.25 Crore
3791,10,6,10,300, Sq. Yd,PKR,3.9 Crore
3792,50,6,6,220, Sq. Yd,PKR,2.8 Crore
3793,9,8,8,240, Sq. Yd,PKR,3.9 Crore
3794,58,7,5,80, Sq. Yd,PKR,78  Lakh
3795,3,3,3,200, Sq. Yd,PKR,1.75 Crore
3796,356,6,7,300, Sq. Yd,PKR,4  Crore
3797,13,4,3,500, Sq. Yd,PKR,11.75 Crore
3798,55,5,4,80, Sq. Yd,PKR,68  Lakh
3799,357,3,6,80, Sq. Yd,PKR,25  Lakh
3800,55,5,5,80, Sq. Yd,PKR,8.5 Crore
3801,1,5,5,160, Sq. Yd,PKR,1.4 Crore
3802,39,4,6,500, Sq. Yd,PKR,9.6 Crore
3803,14,5,6,300, Sq. Yd,PKR,6  Crore
3804,14,6,4,500, Sq. Yd,PKR,12.4 Crore
3805,315,4,4,120, Sq. Yd,PKR,2.25 Crore
3806,315,4,6,266, Sq. Yd,PKR,4.25 Crore
3807,14,6,4,300, Sq. Yd,PKR,6.5 Crore
3808,14,4,4,500, Sq. Yd,PKR,12  Crore
3809,14,4,4,300, Sq. Yd,PKR,6  Crore
3810,8,4,4,150, Sq. Yd,PKR,5.95 Crore
3811,13,4,4,150, Sq. Yd,PKR,4.9 Crore
3812,14,4,3,300, Sq. Yd,PKR,6.35 Crore
3813,86,3,5,120, Sq. Yd,PKR,1.55 Crore
3814,358,5,5,240, Sq. Yd,PKR,6.5 Crore
3815,14,4,4,250, Sq. Yd,PKR,4.65 Crore
3816,359,4,4,120, Sq. Yd,PKR,1.7 Crore
3817,14,6,7,500, Sq. Yd,PKR,10.5 Crore
3818,225,4,5,400, Sq. Yd,PKR,7.5 Crore
3819,88,6,5,240, Sq. Yd,PKR,2.4 Crore
3820,88,6,5,240, Sq. Yd,PKR,2.4 Crore
3821,88,4,5,120, Sq. Yd,PKR,1.35 Crore
3822,11,4,4,150, Sq. Yd,PKR,4.3 Crore
3823,103,3,3,240, Sq. Yd,PKR,1.25 Crore
3824,103,2,2,120, Sq. Yd,PKR,75  Lakh
3825,103,2,2,120, Sq. Yd,PKR,80  Lakh
3826,103,3,3,160, Sq. Yd,PKR,1.15 Crore
3827,88,2,3,120, Sq. Yd,PKR,95  Lakh
3828,88,4,5,120, Sq. Yd,PKR,1.45 Crore
3829,88,4,5,120, Sq. Yd,PKR,1.45 Crore
3830,88,4,5,120, Sq. Yd,PKR,1.5 Crore
3831,207,6,4,200, Sq. Yd,PKR,5.8 Crore
3832,360,5,6,120, Sq. Yd,PKR,1.1 Crore
3833,361,5,5,200, Sq. Yd,PKR,3.75 Crore
3834,57,5,3,120, Sq. Yd,PKR,1.5 Crore
3835,230,3,8,96, Sq. Yd,PKR,30  Lakh
3836,8,6,7,500, Sq. Yd,PKR,11.5 Crore
3837,14,6,4,500, Sq. Yd,PKR,12.5 Crore
3838,329,3,3,240, Sq. Yd,PKR,1.2 Crore
3839,86,2,2,120, Sq. Yd,PKR,1.6 Crore
3840,14,11,10,"1,000", Sq. Yd,PKR,33  Crore
3841,179,2,2,177, Sq. Yd,PKR,2.7 Crore
3842,142,3,3,240, Sq. Yd,PKR,70  Lakh
3843,32,2,3,250, Sq. Yd,PKR,1  Crore
3844,111,6,7,120, Sq. Yd,PKR,1.05 Crore
3845,207,6,7,200, Sq. Yd,PKR,6.3 Crore
3846,14,6,7,"1,000", Sq. Yd,PKR,24  Crore
3847,14,6,3,666, Sq. Yd,PKR,20  Crore
3848,14,2,6,666, Sq. Yd,PKR,18  Crore
3849,222,4,3,120, Sq. Yd,PKR,48  Lakh
3850,362,2,4,120, Sq. Yd,PKR,85  Lakh
3851,81,7,5,120, Sq. Yd,PKR,70  Lakh
3852,293,5,3,120, Sq. Yd,PKR,1.55 Crore
3853,8,3,5,120, Sq. Yd,PKR,5.2 Crore
3854,88,5,5,240, Sq. Yd,PKR,1.58 Crore
3855,292,4,5,120, Sq. Yd,PKR,1.55 Crore
3856,292,4,2,120, Sq. Yd,PKR,1.3 Crore
3857,292,2,8,120, Sq. Yd,PKR,1.7 Crore
3858,292,8,6,120, Sq. Yd,PKR,90  Lakh
3859,70,7,4,240, Sq. Yd,PKR,3.4 Crore
3860,81,4,3,300, Sq. Yd,PKR,3
3861,2,3,3,152, Sq. Yd,PKR,1.65 Crore
3862,2,3,3,152, Sq. Yd,PKR,1.58 Crore
3863,2,3,3,152, Sq. Yd,PKR,1.8 Crore
3864,13,6,6,500, Sq. Yd,PKR,9.25 Crore
3865,273,10,6,140, Sq. Yd,PKR,3  Crore
3866,38,6,6,600, Sq. Yd,PKR,9.5 Crore
3867,156,4,4,145, Sq. Yd,PKR,1.65 Crore
3868,156,2,2,120, Sq. Yd,PKR,1.1 Crore
3869,273,6,6,56.9, Sq. Yd,PKR,90  Lakh
3870,93,3,4,120, Sq. Yd,PKR,1  Crore
3871,68,6,6,200, Sq. Yd,PKR,1.6 Crore
3872,123,9,9,170, Sq. Yd,PKR,1.8 Crore
3873,24,6,7,500, Sq. Yd,PKR,7.35 Crore
3874,14,6,7,500, Sq. Yd,PKR,13  Crore
3875,10,6,7,400, Sq. Yd,PKR,4.5 Crore
3876,110,6,6,240, Sq. Yd,PKR,3.55 Crore
3877,181,6,6,400, Sq. Yd,PKR,3.6 Crore
3878,45,5,5,400, Sq. Yd,PKR,3.7 Crore
3879,259,6,7,240, Sq. Yd,PKR,3.25 Crore
3880,194,6,4,240, Sq. Yd,PKR,2.65 Crore
3881,55,6,4,80, Sq. Yd,PKR,90  Lakh
3882,55,8,8,80, Sq. Yd,PKR,90  Lakh
3883,63,6,8,"1,000", Sq. Yd,PKR,11.5 Crore
3884,363,4,4,600, Sq. Yd,PKR,9.5 Crore
3885,19,4,5,350, Sq. Yd,PKR,5.65 Crore
3886,8,4,4,100, Sq. Yd,PKR,3.95 Crore
3887,7,3,3,125, Sq. Yd,PKR,1.3 Crore
3888,364,6,8,400, Sq. Yd,PKR,2.75 Crore
3889,365,5,6,327, Sq. Yd,PKR,5.9 Crore
3890,3,3,3,200, Sq. Yd,PKR,2.08 Crore
3891,68,3,3,200, Sq. Yd,PKR,1.5 Crore
3892,68,4,4,200, Sq. Yd,PKR,1.7 Crore
3893,68,6,6,240, Sq. Yd,PKR,2.1 Crore
3894,68,6,6,200, Sq. Yd,PKR,2  Crore
3895,68,3,3,200, Sq. Yd,PKR,1.5 Crore
3896,68,6,6,233, Sq. Yd,PKR,2.35 Crore
3897,68,3,4,200, Sq. Yd,PKR,1.35 Crore
3898,19,5,6,500, Sq. Yd,PKR,7  Crore
3899,182,3,3,400, Sq. Yd,PKR,4.7 Crore
3900,148,4,4,120, Sq. Yd,PKR,82  Lakh
3901,148,4,4,120, Sq. Yd,PKR,82  Lakh
3902,151,4,4,120, Sq. Yd,PKR,82  Lakh
3903,149,4,4,120, Sq. Yd,PKR,82  Lakh
3904,151,4,4,120, Sq. Yd,PKR,82  Lakh
3905,151,2,2,120, Sq. Yd,PKR,62  Lakh
3906,151,2,2,120, Sq. Yd,PKR,62  Lakh
3907,150,4,4,120, Sq. Yd,PKR,82  Lakh
3908,149,2,2,120, Sq. Yd,PKR,62  Lakh
3909,149,4,4,120, Sq. Yd,PKR,82  Lakh
3910,150,2,2,120, Sq. Yd,PKR,62  Lakh
3911,151,2,2,120, Sq. Yd,PKR,62  Lakh
3912,148,2,2,120, Sq. Yd,PKR,62  Lakh
3913,150,2,2,120, Sq. Yd,PKR,62  Lakh
3914,148,4,4,120, Sq. Yd,PKR,82  Lakh
3915,148,2,2,120, Sq. Yd,PKR,62  Lakh
3916,149,4,4,120, Sq. Yd,PKR,82  Lakh
3917,148,4,4,120, Sq. Yd,PKR,82  Lakh
3918,151,4,4,120, Sq. Yd,PKR,82  Lakh
3919,151,2,4,120, Sq. Yd,PKR,82  Lakh
3920,151,2,2,120, Sq. Yd,PKR,62  Lakh
3921,150,4,2,120, Sq. Yd,PKR,62  Lakh
3922,150,4,4,120, Sq. Yd,PKR,82  Lakh
3923,150,4,4,120, Sq. Yd,PKR,82  Lakh
3924,149,2,4,120, Sq. Yd,PKR,82  Lakh
3925,149,2,2,120, Sq. Yd,PKR,62  Lakh
3926,148,2,2,120, Sq. Yd,PKR,62  Lakh
3927,150,2,2,120, Sq. Yd,PKR,62  Lakh
3928,151,2,2,120, Sq. Yd,PKR,62  Lakh
3929,149,4,2,120, Sq. Yd,PKR,62  Lakh
3930,150,2,4,120, Sq. Yd,PKR,82  Lakh
3931,148,4,2,120, Sq. Yd,PKR,62  Lakh
3932,149,4,4,120, Sq. Yd,PKR,82  Lakh
3933,151,2,4,120, Sq. Yd,PKR,82  Lakh
3934,151,4,4,120, Sq. Yd,PKR,82  Lakh
3935,149,2,2,120, Sq. Yd,PKR,62  Lakh
3936,148,4,4,120, Sq. Yd,PKR,82  Lakh
3937,148,2,2,120, Sq. Yd,PKR,62  Lakh
3938,150,2,2,120, Sq. Yd,PKR,62  Lakh
3939,150,2,2,120, Sq. Yd,PKR,62  Lakh
3940,151,2,2,120, Sq. Yd,PKR,62  Lakh
3941,151,2,2,120, Sq. Yd,PKR,62  Lakh
3942,150,2,2,120, Sq. Yd,PKR,62  Lakh
3943,149,2,2,120, Sq. Yd,PKR,62  Lakh
3944,148,2,2,120, Sq. Yd,PKR,62  Lakh
3945,148,2,2,120, Sq. Yd,PKR,62  Lakh
3946,148,4,4,120, Sq. Yd,PKR,82  Lakh
3947,149,4,4,120, Sq. Yd,PKR,82  Lakh
3948,151,4,4,120, Sq. Yd,PKR,82  Lakh
3949,151,4,4,120, Sq. Yd,PKR,82  Lakh
3950,150,4,4,120, Sq. Yd,PKR,82  Lakh
3951,148,4,4,120, Sq. Yd,PKR,82  Lakh
3952,149,4,4,120, Sq. Yd,PKR,82  Lakh
3953,149,2,2,120, Sq. Yd,PKR,62  Lakh
3954,148,4,4,120, Sq. Yd,PKR,82  Lakh
3955,151,2,2,120, Sq. Yd,PKR,62  Lakh
3956,149,2,2,120, Sq. Yd,PKR,62  Lakh
3957,148,2,2,120, Sq. Yd,PKR,62  Lakh
3958,151,2,2,120, Sq. Yd,PKR,62  Lakh
3959,150,2,2,120, Sq. Yd,PKR,62  Lakh
3960,148,4,4,120, Sq. Yd,PKR,82  Lakh
3961,150,2,2,120, Sq. Yd,PKR,62  Lakh
3962,149,4,4,120, Sq. Yd,PKR,82  Lakh
3963,151,4,4,120, Sq. Yd,PKR,82  Lakh
3964,149,4,4,120, Sq. Yd,PKR,82  Lakh
3965,150,4,4,120, Sq. Yd,PKR,82  Lakh
3966,151,2,4,120, Sq. Yd,PKR,82  Lakh
3967,150,4,2,120, Sq. Yd,PKR,62  Lakh
3968,148,2,4,120, Sq. Yd,PKR,62  Lakh
3969,149,2,2,120, Sq. Yd,PKR,62  Lakh
3970,148,2,2,120, Sq. Yd,PKR,62  Lakh
3971,151,2,2,120, Sq. Yd,PKR,62  Lakh
3972,148,2,2,120, Sq. Yd,PKR,62  Lakh
3973,151,4,2,120, Sq. Yd,PKR,62  Lakh
3974,150,2,4,120, Sq. Yd,PKR,62  Lakh
3975,149,4,2,120, Sq. Yd,PKR,62  Lakh
3976,149,4,4,120, Sq. Yd,PKR,82  Lakh
3977,151,4,4,120, Sq. Yd,PKR,82  Lakh
3978,148,3,4,120, Sq. Yd,PKR,82  Lakh
3979,2,5,3,152, Sq. Yd,PKR,1.5 Crore
3980,64,5,5,500, Sq. Yd,PKR,6.65 Crore
3981,64,5,5,500, Sq. Yd,PKR,6.6 Crore
3982,64,5,5,500, Sq. Yd,PKR,6.8 Crore
3983,90,2,2,120, Sq. Yd,PKR,1.42 Crore
3984,14,5,6,500, Sq. Yd,PKR,14  Crore
3985,14,7,8,"1,000", Sq. Yd,PKR,19.5 Crore
3986,24,6,6,300, Sq. Yd,PKR,4.5 Crore
3987,41,6,6,500, Sq. Yd,PKR,7.5 Crore
3988,221,5,5,120, Sq. Yd,PKR,3  Crore
3989,65,4,4,266, Sq. Yd,PKR,4.5 Crore
3990,136,2,2,120, Sq. Yd,PKR,78  Lakh
3991,20,3,3,125, Sq. Yd,PKR,41  Lakh
3992,81,10,4,200, Sq. Yd,PKR,2.2 Crore
3993,20,4,5,200, Sq. Yd,PKR,1.11 Crore
3994,366,6,3,100, Sq. Yd,PKR,78  Lakh
3995,367,4,10,45, Sq. Yd,PKR,65  Lakh
3996,9,4,7,600, Sq. Yd,PKR,7  Crore
3997,368,4,5,120, Sq. Yd,PKR,1.25 Crore
3998,88,4,5,120, Sq. Yd,PKR,1.4 Crore
3999,88,4,5,120, Sq. Yd,PKR,1.5 Crore
4000,88,4,5,120, Sq. Yd,PKR,1.5 Crore
4001,88,4,5,120, Sq. Yd,PKR,1.5 Crore
4002,88,2,3,120, Sq. Yd,PKR,1.25 Crore
4003,88,2,3,120, Sq. Yd,PKR,98  Lakh
4004,88,3,4,120, Sq. Yd,PKR,97  Lakh
4005,88,4,5,240, Sq. Yd,PKR,2  Crore
4006,8,6,6,500, Sq. Yd,PKR,9.25 Crore
4007,6,3,3,200, Sq. Yd,PKR,1.45 Crore
4008,41,6,8,500, Sq. Yd,PKR,7.5 Crore
4009,14,6,8,"1,000", Sq. Yd,PKR,15  Crore
4010,14,4,5,300, Sq. Yd,PKR,6.5 Crore
4011,2,3,3,152, Sq. Yd,PKR,1.48 Crore
4012,369,4,2,120, Sq. Yd,PKR,1.5 Crore
4013,14,6,7,"1,000", Sq. Yd,PKR,33  Crore
4014,13,6,3,500, Sq. Yd,PKR,7.7 Crore
4015,21,3,4,200, Sq. Yd,PKR,1.18 Crore
